source,doi,arxiv_id,posted_date,title,abstract
medRxiv,10.1101/2020.02.20.20025973,NA,2020-02-23,Assessing the impact of a symptom-based mass screening and testing intervention during a novel infectious disease outbreak: The case of COVID-19,"<jats:p>A symptom-based mass screening and testing intervention (MSTI) can identify a large fraction of infected individuals during an infectious disease outbreak. China is currently using this strategy for the COVID-19 outbreak. However, MSTI might lead to increased transmission if not properly implemented. We investigate under which conditions MSTI is beneficial.</jats:p>"
medRxiv,10.1101/2020.02.14.20022897,NA,2020-02-17,Assessing the impact of reduced travel on exportation dynamics of novel coronavirus infection (COVID-19),"<jats:p>The impact of the drastic reduction in travel volume within mainland China in January and February 2020 was quantified with respect to reports of novel coronavirus (COVID-19) infections outside China. Data on confirmed cases diagnosed outside China were analyzed using statistical models to estimate the impact of travel reduction on three epidemiological outcome measures: (i) the number of exported cases, (ii) the probability of a major epidemic, and (iii) the time delay to a major epidemic. From 28 January to 7 February 2020, we estimated that 226 exported cases (95% confidence interval: 86, 449) were prevented, corresponding to a 70.4% reduction in incidence compared to the counterfactual scenario. The reduced probability of a major epidemic ranged from 7% to 20% in Japan, which resulted in a median time delay to a major epidemic of two days. Depending on the scenario, the estimated delay may be less than one day. As the delay is small, the decision to control travel volume through restrictions on freedom of movement should be balanced between the resulting estimated epidemiological impact and predicted economic fallout.</jats:p>"
medRxiv,10.1101/2020.02.08.20021311,NA,2020-02-11,Assessing the plausibility of subcritical transmission of 2019-nCoV in the United States,"<jats:p>Abstract: The 2019-nCoV outbreak has raised concern of global spread.  While person-to-person transmission within the Wuhan district has led to a large outbreak, the transmission potential outside of the region remains unclear.  Here we present a simple approach for determining whether the upper limit of the confidence interval for the reproduction number exceeds one for transmission in the United States, which would allow endemic transmission.  As of February 7, 2020, the number of cases in the United states support subcritical transmission, rather than ongoing transmission.  However, this conclusion can change if pre-symptomatic cases resulting from human-to-human transmission have not yet been identified.</jats:p>"
medRxiv,10.1101/2020.03.19.20039131,NA,2020-03-23,"Assessing the potential impact of COVID-19 in Brazil: Mobility, Morbidity and the burden on the Health Care System","<jats:p>The two largest Brazilian cities, Rio de Janeiro and Sao Paulo, have declared community transmission of COVID-19 on mid March, 2020. In this study we estimated the most vulnerable areas in Brazil for COVID-19, both in terms of risk of introduction and risk of mortality associated with social vulnerability. We explore the most likely routes of spread through the country, from the already exposed cities, according to human mobility statistics. The resulting maps should help authorities in their efforts to prioritize actions and if resource allocation to mitigate the effects of the pandemic.</jats:p>"
medRxiv,10.1101/2020.02.09.20021444,NA,2020-02-11,Assessing the Tendency of 2019-nCoV (COVID-19) Outbreak in China,"<jats:p>Since December 8, 2019, the spread of COVID-19 is increasing every day. It is particularly important to predict the trend of the epidemic for the timely adjustment of the economy and industries. We proposed a Flow-SEHIR model in this paper, based on which we further analyzed the trends of 2019-nCoV (COVID-19) in China.   
The results show that the basic reproductive numbers R0 of COVID-19 is 3.56 (95% CI: 2.31-4.81). The number of daily confirmed new cases reaches the inflection point on Feb. 6-10 outside Hubei. For the maximum of infected cases number, the predicted peak value in China except Hubei was estimated to be 13806 (95% CI: 11926-15845). The peak arrival time is on March 3-9. The temporal number of patients in most areas of China outside Hubei will peak from March 12 to March 15. The peak values of more than 73.5% provinces or regions in China will be controlled within 1000. According to Flow-SEHIR model and estimations from the data of evacuation of nationals from Wuhan, the peak cumulative number of patients in Hubei was estimated to be 403481 (95% CI: 143284-1166936).</jats:p>"
medRxiv,10.1101/2020.03.14.20035956,NA,2020-03-17,"Assessment of public attention, risk perception, emotional and behavioural responses to the COVID-19 outbreak: social media surveillance in China","<jats:p>Background
Using social media surveillance data, this study aimed to assess public attention, risk perception, emotion, and behavioural response to the COVID-19 outbreak in real time.
Methods
We collected data from most popular social medias: Sina Weibo, Baidu search engine, and Ali e-commerce marketplace, from 1 Dec 2019 to 15 Feb 2020. Weibo post counts and Baidu searches were used to generate indices assessing public attention. Public intention and actual adoption of recommended protection measures or panic buying triggered by rumours and misinformation were measured by Baidu and Ali indices. Qualitative Weibo posts were analysed by the Linguistic Inquiry and Word Count text analysis programme to assess public emotion responses to epidemiological events, governments' announcements, and control measures. 
Findings 
We identified two missed windows of opportunity for early epidemic control of the COVID-19 outbreak, one in Dec 2019 and the other between 31 Dec and 19 Jan, when public attention was very low despite the emerging outbreak. Delayed release of information ignited negative public emotions. The public responded quickly to government announcements and adopted recommended behaviours according to issued guidelines. We found rumours and misinformation regarding remedies and cures led to panic buying during the outbreak, and timely clarification of rumours effectively reduced irrational behaviour.
Interpretation 
Social media surveillance can enable timely assessments of public reaction to risk communication and epidemic control measures, and the immediate clarification of rumours. This should be fully incorporated into epidemic preparedness and response systems.
Funding National Natural Science Foundation of China.</jats:p>"
medRxiv,10.1101/2020.02.18.20021881,NA,2020-02-19,Association between 2019-nCoV transmission and N95 respirator use,"<jats:p>2019-nCoV had caused pneumonia outbreak in Wuhan. Existing evidence have confirmed the human-to-human transmission of 2019-nCoV. We retrospectively collected infection data from 2 January to 22 January at six departments from Zhongnan Hospital of Wuhan University. In our study, we found N95 respirators, disinfection and hand washing can help to reduce the risk of 2019-nCoV infection in medical staffs. Our results call for re-emphasizing strict occupational protection code in battling this novel contagious disease. The risk of 2019-nCoV infection was higher in the open area than in the quarantined area. N95 may be more effective for 2019-nCoV infections.</jats:p>"
medRxiv,10.1101/2020.03.19.20038315,NA,2020-03-23,"Association between Clinical, Laboratory and CT Characteristics and RT-PCR Results in the Follow-up of COVID-19 patients","<jats:p>Abstract
Background: Since December 2019, more than 100,000 coronavirus disease 2019 (COVID-19) patients have been confirmed globally based on positive viral nucleic acids with real-time reverse transcriptase-polymerase chain reaction (RT-PCR). However, the association between clinical, laboratory and CT characteristics and RT-PCR results is still unclear. We sought to examine this association in detail, especially in recovered patients.

Methods: We analysed data from 52 confirmed patients who had been discharged with COVID-19. The clinical, laboratory, and radiological data were dynamically recorded and compared with the admission and follow-up RT-PCR results.

Results: In this cohort, 52 admitted COVID-19 patients who had confirmed positive RT-PCR results were discharged after 2 rounds of consecutively negative RT-PCR results. Compared with admission levels, CRP levels (median 4.93 mg/L [IQR: 1.78-10.20]) decreased significantly (p&lt;0.001). and lymphocyte counts (median 1.50×109/L [IQR: 1.11-1.88]) increased obviously after obtaining negative RT-PCR results (p&lt;0.001). Additionally, substantially improved inflammatory exudation was observed on chest CT except for 2 progressed patients. At the two-week follow-up after discharge, 7 patients had re-positive RT-PCR results, including the abovementioned 2 progressed patients. Among the 7 patients, new GGO was demonstrated in 2 patients. There were no significant differences in CPR levels or lymphocyte counts when comparing the negative and re-positive PCT results (all p &gt;0.05).
Conclusion: Heterogeneity between CT features and RT-PCR results was found in COVID-19, especially in some recovered patients with negative RT-PCR results. Our study highlights that both RT-PCR and chest CT should be considered as the key determinants for the diagnosis and management of COVID-19 patients.</jats:p>"
medRxiv,10.1101/2020.02.29.20029348,NA,2020-03-03,Association of Cardiovascular Manifestations with In-hospital Outcomes in Patients with COVID-19: A Hospital Staff Data,"<jats:p>Background: The outbreaks of coronavirus disease 2019 (COVID-19) caused by the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) remain a huge threat to the public health worldwide. Clinical data is limited up to now regarding the risk factors in favor of severe conversion of non-severe case with COVID-19.
Aims: This study analyzed a hospital staff data to figure out general clinical features of COVID-19 in terms of the association of cardiovascular manifestations (CVMs) with in-hospital outcomes of COVID-19 cases. 
Methods: Retrospective, single-center case series of 41 consecutive hospitalized health staff with confirmed COVID-19 were collected at the Central Hospital of Wuhan in Wuhan, China, from January 15 to January 24, 2020. Epidemiological, demographic, clinical, laboratory, radiological, treatment data and in-hospital adverse events were collected and analyzed. Final date of follow-up was March 3, 2020. A comparative study was applied between cases with CVMs and those without CVMs.
Results: Of all, clinicians and clinical nurses accounted for 80.5%, while 87.8% of all had history of patient contact. The population was presented with a mean age of 39.1 +- 9.2 and less comorbidities than community population. The three most frequent symptoms of COVID-19 cases analyzed were fever (82.9%), myalgia or fatigue (80.5%) and cough (63.4%). While, the three most frequent initial symptoms were myalgia or fatigue (80.5%), fever (73.2%) and cough (41.5%). There were 95.1% cases featured as non-severe course of disease according to the official standard in China. Patients with CVMs and those without CVMs accounted for 58.5% and 41.5%, respectively. Compared with cases without CVMs, patients with CVMs were presented with lower baseline lymphocyte count (0.99 +- 0.43 and 1.55 +- 0.61, P&lt;0.001), more who had at least once positive nucleic acid detection of throat swab during admission (50.0% and 11.8%, P=0.011), and more received oxygen support (79.2% and 23.5%, P&lt;0.001). The rate of in-hospital adverse events was significantly higher in patients with CVMs group (75.0% and 23.5%, P=0.001). Multivariable logistic regression model indicated that, coexisting with CVMs in COVID-19 patients was not independently associated with in-hospital adverse events.
Conclusions: Most of hospital staff with COVID-19 had history of patient contact, featured non-severe course of disease. Cases with CVMs suffered from more in-hospital adverse events than those without CVMs. But concomitant CVMs were not independently associated with in-hospital adverse events in COVID-19 patients.</jats:p>"
medRxiv,10.1101/2020.02.18.20024661,NA,2020-02-20,Association of Population Migration and Coronavirus Disease 2019 Epidemic Control,"<jats:p>Background and Objective To analyze the impact of different patterns of migration flow in two cities, Hefei and Shenzhen, on the epidemic and disease control of Coronavirus Disease 2019 (COVID-19), in order to provide insight for making differentiated controlling policies.
Methods We collected demographic and epidemiological information of confirmed COVID-19 cases in Hefei and Shenzhen between January 19 and February 11, 2020, from data officially published by the provincial and municipal Centers for Disease Control and Prevention (CDC). From these data we calculated basic reproduction number R0 to reflect the rate of spread of COVID-19 in these cities. Aggregated data of population migration during the same period was extracted from Baidu Migration. The change of R0 in the two cites were analyzed and compared. Spearman correlation analysis between R0 and population inflow from epidemic focus were performed.
Results A total of 157 confirmed cases was identified in Hefei by 24:00 February 11, 2020, with an average age of 44.4±15.6 years, 74 female (47.1%) and 386 confirmed cases were identified in Shenzhen, with an average age of 45.15±17.99 years, 202 female (52.3%). Significant difference in the proportion of imported cases between the two cities was observed (Hefei vs Shenzhen, 24.2% vs 74.9%, p=0.000). Before January 31 2020, during the initial stage of the Level 1 Response to Major Public Health Emergencies, there was no significant association observed in Shenzhen between R0 and the proportion of population inflow from the epidemic focus (P =0.260, r=-0.452); meanwhile in Hefei, such association was strong (P =0.000, r=1.0). However, after the initial stage of response, the situation reversed. A weak association was observed in Shenzhen between be R0 and the proportion of population inflow from the epidemic focus (P=0.073, r=0.536) but not in Hefei (P =0.498, r=0.217).
Conclusion Following Level 1 Response, consistent decline of R0 of COVID-19 was observed in both Hefei and Shenzhen. Different patterns of disease spread were observed in the two cities, driven by different patterns of population migration. This indicated that population migration should be taken into consideration when we set controlling policy of a novel infectious disease.</jats:p>"
medRxiv,10.1101/2020.02.22.20024927,NA,2020-02-23,"Association of radiologic findings with mortality of patients infected with 2019 novel coronavirus in Wuhan, China","<jats:p>Radiologic characteristics of 2019 novel coronavirus (2019-nCoV) infected pneumonia (NCIP) which had not been fully understood are especially important for diagnosing and predicting prognosis. We retrospective studied 27 consecutive patients who were confirmed NCIP, the clinical characteristics and CT image findings were collected, and the association of radiologic findings with mortality of patients was evaluated. 27 patients included 12 men and 15 women, with median age of 60 years (IQR 47-69). 17 patients discharged in recovered condition and 10 patients died in hospital. The median age of mortality group was higher compared to survival group (68 (IQR 63-73) vs 55 (IQR 35-60), P = 0.003). The comorbidity rate in mortality group was significantly higher than in survival group (80% vs 29%, P = 0.018). The predominant CT characteristics consisted of ground glass opacity (67%), bilateral sides involved (86%), both peripheral and central distribution (74%), and lower zone involvement (96%). The median CT score of mortality group was higher compared to survival group (30 (IQR 7-13) vs 12 (IQR 11-43), P = 0.021), with more frequency of consolidation (40% vs 6%, P = 0.047) and air bronchogram (60% vs 12%, P = 0.025). An optimal cutoff value of a CT score of 24.5 had a sensitivity of 85.6% and a specificity of 84.5% for the prediction of mortality. 2019-nCoV was more likely to infect elderly people with chronic comorbidities. CT findings of NCIP were featured by predominant ground glass opacities mixed with consolidations, mainly peripheral or combined peripheral and central distributions, bilateral and lower lung zones being mostly involved. A simple CT scoring method was capable to predict mortality.</jats:p>"
medRxiv,10.1101/2020.03.19.20039347,NA,2020-03-23,Basic and effective reproduction numbers of COVID-19 cases in South Korea excluding Sincheonji cases,"<jats:p>In February and March 2020, COVID-19 epidemic in South Korea met a large black swan effect by a Sincheonji cult mass infection in Daegu-Gyeongbuk area. The black swan made it difficult to evaluate that the current policies for infection prevention including social distancing, closing schools, hand washing, and wearing masks good enough or not. Therefore, in this study, we evaluated basic reproduction number (R0) and time-dependent reproduction number (Rt) of confirmed cases based on various kinds of populations, including total, Daegu-Geyoengbuk, except-Daegu-Gyeongbuk, Sincheonji, and except-Sincheonji. In total, it seems the infection is going to be under control, but this is never true because in the except-Sincheonji and except-Daegu-Geyongbuk cases, R0 is still above 1.0, and Rt is drifting around 1.0. This study could be used to determine government policies in the near future.</jats:p>"
medRxiv,10.1101/2020.02.10.20021725,NA,2020-02-12,Beyond R0: the importance of contact tracing when predicting epidemics,"<jats:p>The basic reproductive number --- R<jats:sub>0</jats:sub> --- is one of the most common and most commonly misapplied numbers in public health.  Nevertheless, estimating R<jats:sub>0</jats:sub> for every transmissible pathogen, emerging or endemic, remains a priority for epidemiologists the world over.  Although often used to compare outbreaks and forecast pandemic risk, this single number belies the complexity that two different pathogens can exhibit, even when they have the same R<jats:sub>0</jats:sub>. Here, we show how predicting outbreak size requires both an estimate of R<jats:sub>0</jats:sub> and an estimate of the heterogeneity in the number of secondary infections.  To facilitate rapid determination of outbreak risk, we propose a reformulation of a classic result from random network theory that relies on contact tracing data to simultaneously determine the first moment (R<jats:sub>0</jats:sub>) and the higher moments (representing the heterogeneity) in the distribution of secondary infections.  Further, we show how this framework is robust in the face of the typically limited amount of data for emerging pathogens. Lastly, we demonstrate that without data on the heterogeneity in secondary infections for emerging pathogens like 2019-nCoV, the uncertainty in outbreak size ranges dramatically, in the case of 2019-nCoV from 5-40% of susceptible individuals. Taken together, our work highlights the critical need for contact tracing during emerging infectious disease outbreaks and the need to look beyond R<jats:sub>0</jats:sub> when predicting epidemic size.</jats:p>"
medRxiv,10.1101/2020.03.19.20038752,NA,2020-03-23,Bibliometric Analysis of Global Scientific Research on SARSCoV-2 (COVID-19),"<jats:p>Background  and  Aim:  Since  late  2019,  an  unknown-origin  pneumonia  outbreak detected  in  Wuhan  city,  Hubei  Province,  China.  We  aimed  to  build  a  model  to qualitatively  and  quantitatively  assess  publications  of  research  of  COVID-19  from  2019 to  2020. Materials  and  Methods:  Data  were  obtained  from  the  Web  of  Science  (WOS), PubMed,  and  Scopus  Core  Collection  on  March  02,  2020,  and  updated  on  March  10. We  conducted  a  qualitative  and  quantitative  analysis  of  publication  outputs,  journals, authors,  institutions,  countries,  cited  references,  keywords,  and  terms  according  to bibliometric methods  using  VOS  viewer  c software packages.   Results:  Initially,  we  identified  227  papers,  of  which  after  an  exclusion  process,  92 studies  were  selected  for  statistical  analyses.  China  accounted  for  the  highest proportion  of  published  research  (44  papers,  40.48%), followed  by  the  United  States  (21 papers,  19.32%),  and  Canada  (7  papers,  6.44%).  Adjusted  by  gross  domestic  product (GDP),  ranked  first,  with  0.003  articles  per  billion  GDP.  In  total,  the  top  10  journals published  47  articles,  which  accounted  for  51.08%  of  all  publications  in  this  Feld.  A  total of  6  studies  (05.52%) were  supported  by  National  Natural  Science  Foundation  of  China.   Chinese  Academy  of  Sciences ranked  second  2,  2.76%). Conclusion:  Bibliometric  and  visualized  mapping  may  quantitatively  monitor  research performance  in  science  and  present  predictions.  The  subject  of  this  study  was  the  fast growing  publication  on  COVID-19.  Most  studies  are  published  in  journals  with  very  high impact  factors (IFs)  and  other journals are  more  interested  in  this type  of  research.</jats:p>"
medRxiv,10.1101/2020.03.15.20033472,NA,2020-03-17,Blood single cell immune profiling reveals the interferon-MAPK pathway mediated adaptive immune response for COVID-19,"<jats:p>The coronavirus disease 2019 (COVID-19) outbreak is an ongoing global health emergence, but the pathogenesis remains unclear. We revealed blood cell immune response profiles using 5' mRNA, TCR and BCR V(D)J transcriptome analysis with single-cell resolution. Data from 134,620 PBMCs and 83,387 TCR and 12,601 BCR clones was obtained, and 56 blood cell subtypes and 23 new cell marker genes were identified from 16 participants. The number of specific subtypes of immune cells changed significantly when compared patients with controls. Activation of the interferon-MAPK pathway is the major defense mechanism, but MAPK transcription signaling is inhibited in cured patients. TCR and BCR V(D)J recombination is highly diverse in generating different antibodies against SARS-CoV-2. Therefore, the interferon-MAPK pathway and TCR- and BCR-produced antibodies play important roles in the COVID-19 immune response. Immune deficiency or immune over-response may result in the condition of patients with COVID-19 becoming critical or severe.</jats:p>"
medRxiv,10.1101/2020.02.20.20025841,NA,2020-02-23,Breadth of concomitant immune responses underpinning viral clearance and patient recovery in a non-severe case of COVID-19,"<jats:p>We report the kinetics of the immune response in relation to clinical and virological features of a patient with mild-to-moderate coronavirus disease-19 (COVID-19) requiring hospitalisation. Increased antibody-secreting cells, follicular T-helper cells, activated CD4+ and CD8+ T-cells and IgM/IgG SARS-CoV-2-binding antibodies were detected in blood, prior to symptomatic recovery. These immunological changes persisted for at least 7 days following full resolution of symptoms, indicating substantial anti-viral immunity in this non-severe COVID-19.</jats:p>"
medRxiv,10.1101/2020.03.16.20036723,NA,2020-03-21,Building a COVID-19 Vulnerability Index,"<jats:p>COVID-19 is an acute respiratory disease that has been classified as a pandemic by the World Health
Organization. Information regarding this particular disease is limited, however, it is known to have high mortality rates, particularly among individuals with preexisting medical conditions. Creating models to identify individuals who are at the greatest risk for severe complications due to COVID-19 will be useful to help for outreach campaigns in mitigating the diseases worst effects. While information specific to COVID-19 is limited, a model using complications due to other upper respiratory infections can be used as a proxy to help identify those individuals who are at the greatest risk. We present the results for three models predicting such complications, with each model having varying levels of predictive effectiveness at the expense of ease of implementation.</jats:p>"
medRxiv,10.1101/2020.02.05.20020107,NA,2020-02-11,"Bulk and single-cell transcriptomics identify tobacco-use disparity in lung gene expression of ACE2, the receptor of 2019-nCov","<jats:p>In current severe global emergency situation of 2019-nCov outbreak, it is imperative to identify vulnerable and susceptible groups for effective protection and care. Recently, studies found that 2019-nCov and SARS-nCov share the same receptor, ACE2. In this study, we analyzed five large-scale bulk transcriptomic datasets of normal lung tissue and two single-cell transcriptomic datasets to investigate the disparities related to race, age, gender and smoking status in ACE2 gene expression and its distribution among cell types. We didn't find significant disparities in ACE2 gene expression between racial groups (Asian vs Caucasian), age groups (&gt;60 vs &lt;60) or gender groups (male vs female). However, we observed significantly higher ACE2 gene expression in former smoker's lung compared to non-smoker's lung. Also, we found higher ACE2 gene expression in Asian current smokers compared to non-smokers but not in Caucasian current smokers, which may indicate an existence of gene-smoking interaction. In addition, we found that ACE2 gene is expressed in specific cell types related to smoking history and location. In bronchial epithelium, ACE2 is actively expressed in goblet cells of current smokers and club cells of non-smokers. In alveoli, ACE2 is actively expressed in remodelled AT2 cells of former smokers. Together, this study indicates that smokers especially former smokers may be more susceptible to 2019-nCov and have infection paths different with non-smokers. Thus, smoking history may provide valuable information in identifying susceptible population and standardizing treatment regimen.</jats:p>"
medRxiv,10.1101/2020.02.25.20024711,NA,2020-02-25,Can routine laboratory tests discriminate 2019 novel coronavirus infected pneumonia from other community-acquired pneumonia?,"<jats:p>Background. The clinical presentation of 2019 Novel Coronavirus (2019-nCov) infected pneumonia (NCIP) resembles that of other etiologies of community-acquired pneumonia (CAP). We aimed to identify clinical laboratory features to distinguish NCIP from CAP.
Methods. We compared the ability of the hematological and biochemical features of 84 patients with NCIP at hospital admission and 316 patients with CAP. Parameters independently predictive of NCIP were calculated by multivariate logistic regression. The receiver operating characteristic (ROC) curves were generated and the area under the ROC curve (AUC) was measured to evaluate the discriminative ability.
Results. Most hematological and biochemical indexes of patients with NCIP were significantly different from patients with CAP. Nine laboratory parameters were identified to be highly predictive of a diagnosis of NCIP by multivariate analysis. The AUCs demonstrated good discriminatory ability for red cell distribution width (RDW) with an AUC of 0.88 and Hemoglobin (HGB) with an AUC of 0.82. Red blood cell (RBC), albumin (ALB), eosinophil (EO), hematocrit (HCT), alkaline phosphatase (ALP), and white blood cell (WBC) had fair discriminatory ability. Combinations of any two parameters performed better than did the RDW alone.
Conclusions. Routine laboratory examinations may be helpful for the diagnosis of NCIP. Application of laboratory tests may help to optimize the use of isolation rooms for patients when they present with unexplained febrile respiratory illnesses.</jats:p>"
medRxiv,10.1101/2020.02.12.20022400,NA,2020-02-18,Can Search Query Forecast successfully in China's 2019-nCov pneumonia?,"<jats:p>Recently the novel coronavirus (2019-nCov) pneumonia outbreak in China then the world, and the Number of infections and death continues to increases. Search Query performs well in forecasting the epidemics. It is still a question whether search engine data can forecast the drift and the inflexion in 2019-nCov pneumonia. Based on the Baidu Search Index, we propose three prediction models: composite Index, composite Index with filtering and suspected NCP(Novel Coronavirus Pneumonia). The result demonstrates that the predictive model of composite index with filtering performs the best while the model of suspected NCP has the highest forecast error. We further predict the out-of-the-set NCP confirmed cases and monitor that the next peak of new diagnoses will occur on February 16th and 17th.</jats:p>"
medRxiv,10.1101/2020.02.26.20028076,NA,2020-02-26,Case fatality rate of novel coronavirus disease 2019 in China,"<jats:p>Abstract
Background: A pandemic of coronavirus disease 2019 (COVID-19) which have caused more than 80 thousand persons infected globally is still ongoing. This study aims to calculate its case fatality rate (CFR).
Methods: The method, termed as converged CFR calculation, was based on the formula of dividing the number of known deaths by the number of confirmed cases T days before, where T was an average time period from case confirmation to death. It was found that supposing a T, if it was smaller (bigger) than the true T, calculated CFRs would gradually increase (decrease) to infinitely near the true T with time went on. According to the law, the true T value could be determined by trends of daily CFRs calculated with different assumed T values (left of true T is decreasing, right is increasing). Then the CFR could be calculated.
Results: CFR of COVID-19 in China except Hubei Province was 0.8% to 0.9%. So far, the CFR had accurately predicted the death numbers more than 3 weeks. CFR in Hubei of China was 5.4% by which the calculated death number corresponded with the reported number for 2 weeks.
Conclusion: The method could be used for CFR calculating while pandemics are still ongoing. Dynamic monitoring of the daily CFRs trends could help outbreak-controller to have a clear vision in the timeliness of the case confirmation.</jats:p>"
medRxiv,10.1101/2020.03.04.20031005,NA,2020-03-06,Case fatality risk of novel coronavirus diseases 2019 in China,"<jats:p>Objective The outbreak of novel coronavirus disease 2019 (COVID-19) imposed a substantial health burden in mainland China and remains a global epidemic threat. Our objectives are to assess the case fatality risk (CFR) among COVID-19 patients detected in mainland China, stratified by clinical category and age group.
Method We collected individual information on laboratory-confirmed COVID-19 cases from publicly available official sources from December 29, 2019 to February 23, 2020. We explored the risk factors associated with mortality. We used methods accounting for right-censoring and survival analyses to estimate the CFR among detected cases. 
Results Of 12,863 cases reported outside Hubei, we obtained individual records for 9,651 cases, including 62 deaths and 1,449 discharged cases. The deceased were significantly older than discharged cases (median age: 77 vs 39 years, p&lt;0.001). 58% (36/62) were male. Older age (OR 1.18 per year; 95%CI: 1.14 to 1.22), being male (OR 2.02; 95%CI: 1.02 to 4.03), and being treated in less developed economic regions (e.g., West and Northeast vs. East, OR 3.93; 95%CI: 1.74 to 8.85) were mortality risk factors. The estimated CFR was 0.89-1.24% among all cases. The fatality risk among critical patients was 2-fold higher than that among severe and critical patients, and 24-fold higher than that among moderate, severe and critical patients.
Conclusions Our estimates of CFR based on laboratory-confirmed cases ascertained outside of Hubei suggest that COVID-19 is not as severe as severe acute respiratory syndrome and Middle East respiratory syndrome, but more similar to the mortality risk of 2009 H1N1 influenza pandemic in hospitalized patients. The fatality risk of COVID-19 is higher in males and increases with age. Our study improves the severity assessment of the ongoing epidemic and can inform the COVID-19 outbreak response in China and beyond.</jats:p>"
medRxiv,10.1101/2020.02.08.20021212,NA,2020-02-12,Caution on Kidney Dysfunctions of COVID-19 Patients,"<jats:p>Summary
Background: To date, large amounts of epidemiological and case study data have been available for the Coronavirus Disease 2019 (COVID-19), which suggested that the mortality was related to not just respiratory complications. Here, we specifically analyzed kidney functions in COVID-19 patients and their relations to mortality.
Methods: In this multi-centered, retrospective, observational study, we included 193 adult patients with laboratory-confirmed COVID-19 from 2 hospitals in Wuhan, 1 hospital in Huangshi (Hubei province, 83 km from Wuhan) and 1 hospital in Chongqing (754 km from Wuhan). Demographic data, symptoms, laboratory values, comorbidities, treatments, and clinical outcomes were all collected, including data regarding to kidney functions. Data were compared among three groups: non-severe COVID-19 patients (128), severe COVID-19 patients (65) and a control group of other pneumonia (28). For the data from computed tomographic (CT) scans, we also included a control group of healthy subjects (110 cases, without abnormalities in the lung and without kidney diseases). The primary outcome was a common presence of kidney dysfunctions in COVID-19 patients and the occurrence of acute kidney injury (AKI) in a fraction of COVID-19 patients. Secondary outcomes included a survival analysis of COVID-19 patients in conditions of AKI or comorbid chronic illnesses. 
Findings: We included 193 COVID-19 patients (128 non-severe, 65 severe (including 32 non-survivors), between January 6th and February 21th,2020; the final date of follow-up was March 4th, 2020) and 28 patients of other pneumonia (15 of viral pneumonia, 13 of mycoplasma pneumonia) before the COVID-19 outbreak. On hospital admission, a remarkable fraction of patients had signs of kidney dysfunctions, including 59% with proteinuria, 44% with hematuria, 14% with increased levels of blood urea nitrogen, and 10% with increased levels of serum creatinine, although mild but worse than that in cases with other pneumonia. While these kidney dysfunctions might not be readily diagnosed as AKI at admission, over the progress during hospitalization they could be gradually worsened and diagnosed as AKI. A univariate Cox regression analysis showed that proteinuria, hematuria, and elevated levels of blood urea nitrogen, serum creatinine, uric acid as well as D-dimer were significantly associated with the death of COVID-19 patients respectively. Importantly, the Cox regression analysis also suggested that COVID-19 patients that developed AKI had a ~5.3-times mortality risk of those without AKI, much higher than that of comorbid chronic illnesses (~1.5 times risk of those without comorbid chronic illnesses).
Interpretation: To prevent fatality in such conditions, we suggested a high degree of caution in monitoring the kidney functions of severe COVID-19 patients regardless of the past disease history. In addition, upon day-by-day monitoring, clinicians should consider any potential interventions to protect kidney functions at the early stage of the disease and renal replacement therapies in severely ill patients, particularly for those with strong inflammatory reactions or a cytokine storm.  
Funding: None.</jats:p>"
medRxiv,10.1101/2020.03.03.20030833,NA,2020-03-06,Caution: The clinical characteristics of COVID-19 patients at admission are changing,"<jats:p>Background 
With the emergence of 4rd generation transmission, the prevention and treatment of the novel coronavirus disease 2019 (COVID-19) has entered a new period. We aimed to report several changes in the clinical characteristics at admission of patients with COVID-19.
Methods
Clinical records and laboratory results of patients suffering from COVID-19 were retrospectively reviewed and matched with the admission dates to analyze the changes in characteristics at the onset of illness.
Results 
Of the 89 affected patients, 31 [34.8%] patients were admitted from January 16 to 22, and 58 [65.2%] were admitted from January 23 to 29. Patients were admitted with more systemic symptoms, such as fever (21 [67.7%] of 31), fatigue (13 [41.9%] of 31), and myalgia (7 [22.6%] of 31), before January 23. More patients (10 [32.3%] of 31) admitted before January 23 had a small amount of sputum production compared with a smaller proportion (4 [6.9%] of 58) of the patients admitted after January 23. Other symptoms, such as cough, nausea, diarrhea, and chest tightness, were not significantly different between the two groups. In addition, the group admitted before January 23 had a larger proportion of patients with reduced lymphocyte (13 [54.2%] of 24), CD3 (11 [54.4%] of 21), and CD8 (9 [42.9%] of 21) counts and elevated serum amyloid A (SAA, 18 [75%] of 24). 
Conclusions
The initial symptoms of recently infected patients seem more insidious, indicating that the new coronavirus may gradually evolve into a virus similar to influenza and latent in asymptomatic carriers for a long time.</jats:p>"
medRxiv,10.1101/2020.03.17.20036681,NA,2020-03-20,Change in outbreak epicenter and its impact on the importation risks of COVID-19 progression: a modelling study,"<jats:p>The outbreak of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) that originated in the city of Wuhan, China has now spread to every inhabitable continent, but now theattention has shifted from China to other epicenters, especially Italy. This study explored the influence of spatial proximities and travel patterns from Italy on the further spread of SARS-CoV-2 around the globe. We showed that as the epicenter changes, the dynamics of SARS-CoV-2 spread change to reflect spatial proximities.</jats:p>"
