source,doi,posted_date,title,abstract
ResearchGate,10.13140/rg.2.2.23168.99846,2020-02-12,An Alternative Graphical Modeling to Evaluate Any Massive Contageous Infection Diseases: The Case of Wuhan Coronavirus,NA
ResearchGate,10.13140/rg.2.2.28663.78240,2020-04-04,An analysis of the transmission modes of COVID-19 in light of the concepts of Indoor Air Quality,NA
ResearchGate,10.13140/rg.2.2.17355.54565,2020-03-21,An Analysis on the Panic of Filipinos During COVID-19 Pandemic in the Philippines,NA
ResearchGate,10.13140/rg.2.2.28067.40487,2020-03-28,An empirical model for the spread and reduction of the CoVid19 pandemic,NA
ResearchGate,10.13140/rg.2.2.10253.08160/2,2020-03-12,An Introduction to the Massive Infection Epidemic Diseases Economic Losses Tariff (MIEDEL-Tariff): The Case Of WUHAN-COVID-19,NA
ResearchGate,10.13140/rg.2.2.18429.51682,2020-04-07,"Análisis de caso COVID 19 en Perú CSSBB, Toyota Management System TMS4, MBA (c) Carlos Delgado Nieto",NA
ResearchGate,10.13140/rg.2.2.11017.39527,2020-04-11,ANALISIS DE LOS FACTORES QUE INCIDEN EN LA ADOPCIÓN DE COMPORTAMIENTOS QUE REDUCEN EL CONTAGIO DEL COVID-19 EN BOLIVIA,NA
ResearchGate,10.13140/rg.2.2.11332.78722,2020-03-26,Analisis Keadaan COVID-19 di Malaysia Dan Cabaran Terhadap Ekonomi Negara,NA
ResearchGate,10.13140/rg.2.2.28693.27360,2020-03-20,Analysis of Covid-19 Outbreak Using Multispectral-Near Real-Time Satellites Surveillance,NA
ResearchGate,10.13140/rg.2.2.14458.03524,2020-04-05,Analysis of the COVID 19 outbreak timeline in New York State counties,NA
ResearchGate,10.13140/rg.2.2.32487.80806,2020-03-26,"Analysis of the evolution of the Sars-Cov-2 in Italy, the role of the asymptomatics and the success of Logistic model",NA
ResearchGate,10.13140/rg.2.2.32817.12642,2020-03-13,Analyzing the World-Wide Impact of Public Health Interventions on the Transmission Dynamics of COVID-19,NA
ResearchGate,10.13140/rg.2.2.21254.11848,2020-04-10,Androgen-driven COVID-19 pandemic theory,NA
ResearchGate,10.13140/rg.2.2.13903.43689/1,2020-03-16,Announcement Information Provided by United States' Public Libraries During the 2020 COVID-19 Pandemic,NA
ResearchGate,10.13140/rg.2.2.24688.20484,2020-04-08,ANOSMIA AND AGEUSIA AS INITIAL OR UNIQUE SYMPTOMS AFTER SARS-CoV-2 VIRUS INFECTION (Review article),NA
ResearchGate,10.13140/rg.2.2.22754.89289,2020-04-07,"Anosmia in a Healthcare Worker with COVID-19 in Madrid, Spain",NA
ResearchGate,10.13140/rg.2.2.20737.20320,2020-03-22,Appeal to ridicule: ˝COVIDIOT˝,NA
ResearchGate,10.13140/rg.2.2.14274.53442,2020-04-06,"Application of Machine Learning and Complexity in Medicine: Prediction of Drug Induced Arrhythmias in Rabbit Model up to One Hour Before Their Onset (early version requested due to COVID-19, unfinished methods &amp; figures)",NA
ResearchGate,10.13140/rg.2.2.12957.26086,2020-04-10,"Application of the logistic function and successive differences for forecasting of the development of the Covid-19 disease in various countries (state of April 8, 2020)",NA
ResearchGate,10.13140/rg.2.2.21116.49282,2020-04-05,"Are BCG Vaccination, Population Density, Median Age and Poverty Important Determinants of COVID-19 Pandemic Spread, Morbidity and Mortality?",NA
ResearchGate,10.13140/rg.2.2.16795.21285,2020-03-29,Are COVID-19 rates inversely related to the death rates by Influenza and Pneumonia?,NA
ResearchGate,10.13140/rg.2.2.34424.39683,2020-03-31,Are we ready to give effective help to traumatised NHS staff and public following COVID 19?,NA
ResearchGate,10.13140/rg.2.2.25888.33289,2020-03-19,Are we ready to lose the Opportunities unleashed by COVID19 Crisis?,NA
ResearchGate,10.13140/rg.2.2.36491.23846,2020-04-07,Artificial Intelligence in the Battle against Coronavirus (COVID-19): A Survey and Future Research Directions,NA
ResearchGate,10.13140/rg.2.2.32480.43525,2020-04-08,ASSESSING THE EFFICIENCY OF DIFFERENT CONTROL STRATEGIES FOR THE CORONAVIRUS (COVID-19) EPIDEMIC,NA
ResearchGate,10.13140/rg.2.2.10439.85925,2020-03-05,"Assessing the severity of a possible Covid-19 pandemic using the Pandemic Influenza Plan (CDC/USA, 2017) and its tools",NA
ResearchGate,10.13140/rg.2.2.20474.24003,2020-04-08,Augmented COVID-19 X-ray Images Dataset (Mendely) Analysis using Convolutional Neural Network and Transfer Learning,NA
ResearchGate,10.13140/rg.2.2.26058.72646/1,2020-03-24,AUTOMEDICACIÓN Y COVID-19,NA
ResearchGate,10.13140/rg.2.2.33784.60168,2020-04-10,Ayurvedic Guidelines for Prevention of COVID 19,NA
ResearchGate,10.13140/rg.2.2.33299.63524,2020-04-11,Azithromycin and COVID-19 History and Review,NA
ResearchGate,10.13140/rg.2.2.17918.33608,2020-04-05,Azithromycin promising medicine for COVID 19 in early stage by effecting on mTOR and immune system,NA
ResearchGate,10.13140/rg.2.2.22146.22728,2020-03-25,Balanced evaluation of preliminary data on a candidate COVID-19 hydroxychloroquine treatment,NA
ResearchGate,10.13140/rg.2.2.29609.95844,2020-04-05,Bayi baru lahir positif terinfeksi Coronavirus (Covid-19) di London,NA
ResearchGate,10.13140/rg.2.2.35948.10880,2020-03-27,BCG vaccination may be protective against Covid-19,NA
ResearchGate,10.13140/rg.2.2.12321.56169,2020-04-07,Broken supply chains: COVID-19 lockdown is having a devastating effect on livelihoods in rural India,NA
ResearchGate,10.13140/rg.2.2.27545.57443,2020-04-10,Calculation of the Infection Generation Interval of COVID-19,NA
ResearchGate,10.13140/rg.2.2.30887.09128,2020-03-05,Can Indigenous Health Knowledge provide insights on the emerging coronavirus disease epidemic: The unrecognized role of lithospheric long-wavelength magnetic anomalies in mediating aberrant transformation of endogenous viruses via magnetic catalysis,NA
ResearchGate,10.13140/rg.2.2.17227.75041,2020-03-31,Can the coronavirus pandemic help the academia?,NA
ResearchGate,10.13140/rg.2.2.12407.57767,2020-03-27,Can Toilet Paper Help Beat the Coronavirus? A Journalistic Article.,NA
ResearchGate,10.13140/rg.2.2.21615.38569,2020-03-20,CARACTERÍSTICAS GLOBALES DEL PATRÓN DE EVOLUCIÓN Y CONTENCIÓN DE LA PANDEMIA COVID-19 Galileo ViolinI,NA
ResearchGate,10.13140/rg.2.2.22663.96165,2020-03-20,Causes of the Spread of Coronavirus in Italy,NA
ResearchGate,10.13140/rg.2.2.30777.31846,2020-03-21,"Changing face of Human Resource Management Strategies, practices and Policies of the Companies around the world in view of COVID-19",NA
ResearchGate,10.13140/rg.2.2.19667.32804,2020-03-05,"Characteristics of coronavirus epidemic in mainland China estimated with the use of official data available after February 12, 2020",NA
ResearchGate,10.13140/rg.2.2.26979.91689,2020-02-20,"Chemotherapeutic Strategy with Synbiotics, Thalidomide and Celecoxib for severe COVID-19 Pneumonia. Association between microbiota, chronic inflammation and pneumonia",NA
ResearchGate,10.13140/rg.2.2.24485.86243,2020-03-21,Chinese and Italian COVID-19 outbreaks can be correctly described by a modified SIRD model,NA
ResearchGate,10.13140/rg.2.2.22934.29762,2020-03-15,Clinical Pathology of Critical Patient with Novel Coronavirus Pneumonia (COVID-19) : First Case of the Whole Lung Biopsy,NA
ResearchGate,10.13140/rg.2.2.22344.47361,2020-03-17,"Coining adjuvant therapy by non invasive (h.i.p) and Non-drug Therapy (phyto-medicine) in Combination Anti-influenza Drugs in management , treatment and Control of COVID -19 (Corona Virus Disease 2019) original research",NA
ResearchGate,10.13140/rg.2.2.16155.41760,2020-04-11,Color-Coding for COVID-19 Management: An Idea Whose Time Has Come,NA
ResearchGate,10.13140/rg.2.2.24669.36325,2020-03-23,Comments on the Hydroxychloroquine/Azithromycin Study and Lessons for Future Clinical Trials of COVID-19 Treatments,NA
ResearchGate,10.13140/rg.2.2.32294.47681,2020-04-01,COMMUNITY AND FAMILY LEVEL QUARANTINE IN THE WAKE OF COVID-19 PANDEMIC,NA
ResearchGate,10.13140/rg.2.2.19152.87049,2020-03-09,Comparison of the coronavirus epidemic dynamics in Italy and mainland China,NA
ResearchGate,10.13140/rg.2.2.12776.21767,2020-03-17,"Comparison of the coronavirus pandemic dynamics in Europe, USA and South Korea",NA
ResearchGate,10.13140/rg.2.2.31170.53448,2020-03-23,Comparison of the coronavirus pandemic dynamics in Ukraine and neighboring countries,NA
ResearchGate,10.13140/rg.2.2.13682.25289,2020-04-01,Confronting COVID-19: Surging critical care capacity in Italy,NA
ResearchGate,10.13140/rg.2.2.28699.00804,2020-04-10,Consenso del Grupo de Estudio Latinoamericano de Linfoproliferativos GELL para el manejo de Linfomas en estado de Pandemia SARS CoV-2 COVID 19,NA
ResearchGate,10.13140/rg.2.2.15720.42249,2020-03-28,Consenso del Grupo de Estudio Latinoamericano de Mieloma Múltiple (MM) GELAMM para el manejo del MM en estado de Pandemia SARS CoV-2 / COVID 19 Recomendaciones Basadas en Consenso de Expertos Marzo de 2020,NA
ResearchGate,10.13140/rg.2.2.11129.62563,2020-03-20,Consequencias geopoliticas da pandemia Covid-19,NA
ResearchGate,10.13140/rg.2.2.20245.68324,2020-03-26,Consider Influenza Vaccine Type in Patients infected with COVID-19,NA
ResearchGate,10.13140/rg.2.2.23548.69766,2020-03-26,Considerações Preliminares sobre o grau de preparação para enfrentar a ameaça do Covid-19 nos países da América Latina e Caribe,NA
ResearchGate,10.13140/rg.2.2.19537.07527,2020-04-12,Considerations on the use of vascular access devices in patients with COVID-19 (and some practical recommendations),NA
ResearchGate,10.13140/rg.2.2.26247.96163,2020-04-12,Considerazioni sull'utilizzo dei dispositivi per accesso vascolare nel paziente con COVID-19 (e alcune raccomandazioni pratiche) 5 aprile 2020,NA
ResearchGate,10.13140/rg.2.2.14857.80481,2020-04-10,Coronavirus -Bibliography,NA
ResearchGate,10.13140/rg.2.2.23672.39680,2020-04-07,Coronavirus (COVID-19): Philosophical Reflections (1) كورونا (كوفيد 19) ... مقاربات فلسفية (1),NA
ResearchGate,10.13140/rg.2.2.18138.70080,2020-04-01,Coronavirus and anthropology-Bangla,NA
ResearchGate,10.13140/rg.2.2.11293.46569,2020-03-24,Coronavirus and international cooperation,NA
ResearchGate,10.13140/rg.2.2.34634.11202,2020-03-31,Coronavirus by the numbers - Brazil Edition V2.0 - March 28 2020 report,NA
ResearchGate,10.13140/rg.2.2.17427.63529/1,2020-03-25,Coronavirus dispersion: Are we missing something?,NA
ResearchGate,10.13140/rg.2.2.36305.28009,2020-04-02,"Coronavirus pandemic dynamics in March, 2020. What can we expect in April?",NA
ResearchGate,10.13140/rg.2.2.16003.86561,2020-02-27,Coronavirus Spreads and Bitcoin's 2020 Rally: Is There a Link ?,NA
ResearchGate,10.13140/rg.2.2.29823.76964,2020-03-27,"Coronavirus Treatment: eradicate Coronavirus by blocking replication, counteracting its defense system",NA
ResearchGate,10.13140/rg.2.2.10477.54242,2020-03-28,"Coronavirus, the cultural catalyst",NA
ResearchGate,10.13140/rg.2.2.16024.34565,2020-04-12,Coronavirus: Basic information and precautionary measures,NA
ResearchGate,10.13140/rg.2.2.33932.87687,2020-04-02,"Coronavirus: emergence, chain dynamics, and automated monitoring",NA
ResearchGate,10.13140/rg.2.2.15032.29446,2020-04-04,Coronavirus: Methodology of treatment of Prophet Muhammad (PBUH),NA
ResearchGate,10.13140/rg.2.2.16405.27362,2020-03-24,Coronavirus: The world economy at risk,NA
ResearchGate,10.13140/rg.2.2.19413.37602,2020-03-20,Coronaviruses pandemic and food Industry - complete contingency plan to ensure business continuity and safety of people and products,NA
ResearchGate,10.13140/rg.2.2.36718.56640,2020-02-17,Could Rats be the Possible Intermediate Hosts in the 2019 Wuhan COVID-19 Outbreak?,NA
ResearchGate,10.13140/rg.2.2.36006.27200,2020-04-04,Country-wide Mortality from the Novel Coronavirus (COVID-19) Pandemic and Notes Regarding Mask Usage by the Public,NA
ResearchGate,10.13140/rg.2.2.25649.12647,2020-04-03,"COVID-19-associated shortage of alcohol-based hand rubs, face masks and medical gloves - proposal for a risk-adapted approach to ensure patient and healthcare worker safety",NA
ResearchGate,10.13140/rg.2.2.35125.63209/1,2020-04-01,"COVID-19 -срив на икономиката, но и катализатор",NA
ResearchGate,10.13140/rg.2.2.17131.90400/1,2020-04-05,Covid-19 -The Big Crisis of our Lifetime? Considerations for Podiatry and Foot Health,NA
ResearchGate,10.13140/rg.2.2.25362.40644,2020-02-26,COVID-19 – Passive Transfer of Antibodies: Too Often Forgotten.,NA
ResearchGate,10.13140/rg.2.2.30042.49608,2020-04-07,COVID-19 and Bangladesh: A study of the public perception on the measures taken by the government,NA
ResearchGate,10.13140/rg.2.2.21490.04808,2020-04-09,COVID-19 and Lockdown: A study on the Impact on Mental Health,NA
ResearchGate,10.13140/rg.2.2.31132.85120,2020-03-08,COVID-19 and Online Learning,NA
ResearchGate,10.13140/rg.2.2.12852.40329,2020-04-11,"Covid-19 and Prophylactic Measures for HIV Children of Ratodero, Larkana",NA
ResearchGate,10.13140/rg.2.2.35269.81129,2020-04-04,COVID-19 ANTHROPOCIDE Manslaughter or Murder?,NA
ResearchGate,10.13140/rg.2.2.10951.85926,2020-04-09,Covid-19 China- Did the lockdown work,NA
ResearchGate,10.13140/rg.2.2.14036.14728,2020-04-03,COVID-19 Chloroquine and/or Hydroxychloroquine prophylaxis? - Full-text in Spanish.,NA
ResearchGate,10.13140/rg.2.2.26883.66089,2020-04-05,COVID-19 Crisis Managment and Prevention Plan,NA
ResearchGate,10.13140/rg.2.2.28358.22088/1,2020-04-09,COVID-19 Database on Consortium Blockchain,NA
ResearchGate,10.13140/rg.2.2.14593.20327,2020-03-29,"COVID-19 Discussions by Gary Ordog MD, March 18-26, 2020.",NA
ResearchGate,10.13140/rg.2.2.18997.22242/1,2020-03-30,COVID-19 Electro-Spectroscopy Detection System,NA
ResearchGate,10.13140/rg.2.2.27860.14729,2020-04-10,COVID-19 EM DADOS: Brasil em perspectiva comparada,NA
ResearchGate,10.13140/rg.2.2.18885.81124,2020-04-03,COVID-19 en de mogelijke gevolgen voor de criminaliteitsontwikkeling in Nederland,NA
ResearchGate,10.13140/rg.2.2.18586.80325,2020-04-08,COVID-19 GLOBAL PANDEMIC: INFOGRAPHIC TMELINE,NA
ResearchGate,10.13140/rg.2.2.15291.16164,2020-03-26,"COVID-19 Healthcare Demand Projections: Austin, Texas",NA
ResearchGate,10.13140/rg.2.2.18678.55367,2020-04-06,"COVID-19 in Austin, Texas: Epidemiological Assessment of Construction Work",NA
ResearchGate,10.13140/rg.2.2.10008.14084,2020-04-08,COVID-19 in Brazil: when ideology becomes a threat to public health,NA
ResearchGate,10.13140/rg.2.2.13914.08640,2020-04-10,COVID-19 Outbreak and Air Pollution in Iran: A Panel VAR Analysis,NA
ResearchGate,10.13140/rg.2.2.19765.63207,2020-02-29,COVID-19 Outbreak and Business Continuity: The Way forward for Highly Regulated Industries in China-ASEAN,NA
ResearchGate,10.13140/rg.2.2.34001.68969,2020-03-23,COVID-19 outbreak and global economic damage: A widespread country-level impact analysis,NA
ResearchGate,10.13140/rg.2.2.23106.32964,2020-04-04,Covid-19 Pandemic and Three Stakes,NA
ResearchGate,10.13140/rg.2.2.10389.06883,2020-03-26,Covid-19 Pandemic: The Qur'anic Perspective,NA
ResearchGate,10.13140/rg.2.2.19039.82086,2020-03-25,COVID-19 recovery strategy for tourism industry,NA
ResearchGate,10.13140/rg.2.2.15310.00321,2020-04-07,COVID-19 SELF-INFECTION IN CIGARETTE SMOKING: DESCRIPTION OF THE MECHANISM,NA
ResearchGate,10.13140/rg.2.2.34158.97603,2020-03-22,"Covid-19 Statistics, Strange trend and Forecasting of Total Cases in the most Infected African Countries: An ARIMA and Fuzzy Time Series Approaches",NA
ResearchGate,10.13140/rg.2.2.23293.10727,2020-03-20,COVID-19 Tips: Building Rapport with Youth via Telehealth,NA
ResearchGate,10.13140/rg.2.2.29874.56005/1,2020-03-09,COVID-19 transmission versus internet information,NA
ResearchGate,10.13140/rg.2.2.27756.10882,2020-03-25,"COVID-19, Acciones globales frente al cierre de escuelas durante una pandemia.",NA
ResearchGate,10.13140/rg.2.2.28439.32168/1,2020-03-17,"COVID-19, panic and the invisible hand",NA
ResearchGate,10.13140/rg.2.2.33205.42728,2020-03-29,COVID-19. AVIR. CONVENTIONAL-ALLOPATHIC,NA
ResearchGate,10.13140/rg.2.2.36090.64963,2020-03-04,COVID-19: Comments of Mathematician and Economist,NA
ResearchGate,10.13140/rg.2.2.16362.67528/2,2020-04-01,COVID-19: defending with a cell phone app?,NA
ResearchGate,10.13140/rg.2.2.17276.90248,2020-03-22,COVID-19: detection versus distancing,NA
ResearchGate,10.13140/rg.2.2.13216.94721,2020-03-30,COVID-19: FROM OUTBREAK TO PANDEMIC (Published Version Available),NA
ResearchGate,10.13140/rg.2.2.18482.76488,2020-03-23,COVID-19: How important are job security and social dialogue in ensuring subjective health?,NA
ResearchGate,10.13140/rg.2.2.24249.93283/2,2020-03-25,COVID-19: identify everyone infectious,NA
ResearchGate,10.13140/rg.2.2.29541.96488,2020-04-02,COVID-19: Mathematical Modeling and Predictions,NA
ResearchGate,10.13140/rg.2.2.29941.73443,2020-03-30,COVID-19: Menuju Perjalanan Akhir,NA
ResearchGate,10.13140/rg.2.2.33356.16009,2020-04-03,"COVID-19: OBSERVACIÓN, CUESTIONAMIENTOS Y REFLEXIÓN",NA
ResearchGate,10.13140/rg.2.2.33071.07843/5,2020-03-23,COVID-19: on the containment of epidemics,NA
ResearchGate,10.13140/rg.2.2.26385.58720,2020-04-06,COVID-19: preserving the economy via networks,NA
ResearchGate,10.13140/rg.2.2.21898.82882,2020-03-17,COVID-19: Regaining Citizen-Consumers Trust through effective Signalling,NA
ResearchGate,10.13140/rg.2.2.13157.96482/1,2020-04-01,COVID-19: someone devised a heat map to find where it is,NA
ResearchGate,10.13140/rg.2.2.12240.46089,2020-04-02,Covid-19: The New Challenges and Restructuration of the World Economy in Century XXI (Electronic Monograph),NA
ResearchGate,10.13140/rg.2.2.19294.59205,2020-04-07,COVID-19: Tracking the Pandemic with A Simple Curve Approximation Tool (SCAT),NA
ResearchGate,10.13140/rg.2.2.35305.03683,2020-04-10,COVID-19: Who flattens whose curve?,NA
ResearchGate,10.13140/rg.2.2.34270.38720,2020-03-27,COVID-19: Why CFR is hugely different between countries?,NA
ResearchGate,10.13140/rg.2.2.25262.46405/2,2020-03-29,COVID 19 RAPID HUMAN INGENUITY,NA
ResearchGate,10.13140/rg.2.2.26009.57449,2020-03-30,COVID 19 risk communication saving lives combating possible barriers to receptivity in South,NA
ResearchGate,10.13140/rg.2.2.11764.50561,2020-04-10,COVID Leadership:Containment Claudia Nagel,NA
ResearchGate,10.13140/rg.2.2.15743.36007/1,2020-03-24,COVID: CPRG Tool. Contingency Plan Production Tool for Risk Groups,NA
ResearchGate,10.13140/rg.2.2.18809.62561,2020-04-04,COVID19-J-BARNOUIN,NA
ResearchGate,10.13140/rg.2.2.15119.94880,2020-04-10,COVID19 - Embracing Paradox - Claudia Nagel April '20,NA
ResearchGate,10.13140/rg.2.2.26487.98723,2020-04-03,"COVID19 and Latin America: Social Impact, Policies and a Fiscal Case for an Emergency Social Protection Floor",NA
ResearchGate,10.13140/rg.2.2.26346.26566/1,2020-04-09,COVID19 BASIC REPRODUCTION NUMBER AND ASSESSMENT OF INITIAL SUPPRESSION POLICIES IN COSTA RICA,NA
ResearchGate,10.13140/rg.2.2.19511.68005,2020-03-26,COVID19 PANDEMIC: WHY DOES IT HAPPEN AND WHERE DOES IT TAKE US TO?,NA
ResearchGate,10.13140/rg.2.2.35902.23363,2020-03-19,COVID19: Alarming Figures for Developed Countries,NA
ResearchGate,10.13140/rg.2.2.33687.11683/1,2020-03-25,COVID19: Increased death rate is alarming,NA
ResearchGate,10.13140/rg.2.2.26147.20004,2020-04-04,COVID19: We Need to More TEST! TEST! TEST!,NA
ResearchGate,10.13140/rg.2.2.16293.04326/1,2020-04-06,"Creative Economy and Covid-19: technology, automation and the new economy",NA
ResearchGate,10.13140/rg.2.2.34603.80165,2020-04-07,Crisis Económica y Pandemia COVID-19 en Ecuador 2020,NA
ResearchGate,10.13140/rg.2.2.30697.85602,2020-04-08,CURE FOR COVID + Kats-Bohr-Einstein-Planck Thermodynamic Circuit of Life,NA
ResearchGate,10.13140/rg.2.2.34276.94083,2020-03-19,Cyclosporin A is a potential inhibitor of SARS-CoV-2,NA
ResearchGate,10.13140/rg.2.2.27381.73447,2020-04-06,Cytokine storm in COVID-19,NA
ResearchGate,10.13140/rg.2.2.31681.71522,2020-03-20,Desarrollo del contagio de Covid-19 e implicaciones para la República Dominicana Galileo Violini PUCMM,NA
ResearchGate,10.13140/rg.2.2.17111.42405,2020-03-04,Design of multi epitope-based peptide vaccine against E protein of human COVID-19: An immunoinformatics approach,NA
ResearchGate,10.13140/rg.2.2.27139.25124,2020-04-12,Dialogue on the COVID-19 pandemic economic crisis from Italy's frontline,NA
ResearchGate,10.13140/rg.2.2.19662.41287,2020-03-21,DID EARLIER VIRUSES POTENTIATE THE IMMUNE SYSTEM AGAINST COVID19 IN OLDER PATIENTS?,NA
ResearchGate,10.13140/rg.2.2.17833.13929,2020-04-11,Direito à renda - covid - f,NA
ResearchGate,10.13140/rg.2.2.17040.15369,2020-04-07,Distance Learning in an Extraordinary Circumstance (COVID-19): An Initial Assessment of Student Experience and Coping in a trinational study programme,NA
ResearchGate,10.13140/rg.2.2.20657.74087,2020-04-07,DIY non-tissue mask for COVID-19 Pandemic Emergency,NA
ResearchGate,10.13140/rg.2.2.28660.50568,2020-03-27,Do superspreaders generate new superspreaders? a hypothesis to explain the propagation pattern of COVID-19,NA
ResearchGate,10.13140/rg.2.2.27702.86086,2020-04-10,Does Social Distancing During The Lock Down Due To Covid-19 Outbreak In Mumbai Affect Quality Of Life?,NA
ResearchGate,10.13140/rg.2.2.35645.82409,2020-04-09,Does use of disposable latex gloves by general population protect them from getting infected with SARS-CoV-2 during COVID-19 pandemic,NA
ResearchGate,10.13140/rg.2.2.29025.86888,2020-03-06,Don't fall into the trap set by the novel coronavirus,NA
ResearchGate,10.13140/rg.2.2.20222.74566,2020-04-03,Economic consequences of the COVID-19 outbreak: the need for epidemic preparedness,NA
ResearchGate,10.13140/rg.2.2.35974.32328,2020-03-26,Economic Lessons of COVID-19,NA
ResearchGate,10.13140/rg.2.2.12400.20485,2020-04-08,"Economic Relief in the Time of COVID-19: Rationale, Mechanics, Costing, and Prospective Impact of Temporary Value-Added Tax (VAT) Suspension and Income Tax Waiver for the Poor and the Middle Class in the Philippines",NA
ResearchGate,10.13140/rg.2.2.11861.99047/1,2020-02-28,Economic Waves: The Effect of the Wuhan COVID-19 On the World Economy (2019-2020),NA
ResearchGate,10.13140/rg.2.2.26634.62403,2020-04-07,Efeitos Econômicos das Grandes Endemias: Da Gripe Espanhola ao Covid-19,NA
ResearchGate,10.13140/rg.2.2.23429.91367,2020-04-08,Effective Community Testing for Detection of COVID-19 Patients using Pooling and Search Algorithms,NA
ResearchGate,10.13140/rg.2.2.35396.78726,2020-04-10,Egyptian Thoracic surgery plan for the COVID-19 pandemic,NA
ResearchGate,10.13140/rg.2.2.27820.82566,2020-04-12,"El confinamiento ante el COVID-19, sus efectos vinculares y psicológicos. Fenómenos y prácticas recomendadas",NA
ResearchGate,10.13140/rg.2.2.33208.70409,2020-03-25,El modelamiento detrás del COVID-19,NA
ResearchGate,10.13140/rg.2.2.18753.10083,2020-03-17,EMBOSS Analysis Of COVID-19 GENOME SEQUENCE AND INSTALLATION ON WINDOWS 10-and RHEL 8.0,NA
ResearchGate,10.13140/rg.2.2.25239.93607,2020-02-12,Emergence of COVID-19 (formerly 2019-novel Coronavirus): a new threat from China,NA
ResearchGate,10.13140/rg.2.2.30443.08482,2020-03-27,"EN BUSCA DEL TIEMPO PERDIDO EN LA TRAGEDIA DE LA PANDEMIA DE COVID-19. LOS ERRORES SE PAGAN CARO, MUY CARO",NA
ResearchGate,10.13140/rg.2.2.11637.52966,2020-04-01,Enfermedad por Coronavirus 2019 (COVID-19) en América Latina: Papel de la atención primaria en la Preparación y respuesta,NA
ResearchGate,10.13140/rg.2.2.29118.43846,2020-04-10,ENVIRONMENTAL IMPACT ASSESSMENT (EIA) PROCESS FOR CORONAVIRUS' IMPACTS TOWARDS SUSTAINABLE DEVELOPMENT #,NA
ResearchGate,10.13140/rg.2.2.27591.44969,2020-04-06,Estimación de la evolución de la propagación de COVID-19 en la Comunidad de Madrid,NA
ResearchGate,10.13140/rg.2.2.36151.27047,2020-03-22,Estimating excess 1- year mortality from COVID-19 according to underlying conditions and age in England: a rapid analysis using NHS health records in 3.8 million adults,NA
ResearchGate,10.13140/rg.2.2.29866.36808,2020-03-27,Estimating the size of COVID-19 epidemic outbreak,NA
ResearchGate,10.13140/rg.2.2.32287.92328,2020-03-28,ESTIMATION OF COVID-19 REPRODUCTIVE NUMBER CASE OF INDONESIA (Estimasi Angka Reproduksi Novel Coronavirus (COVID-19) Kasus Indonesia),NA
ResearchGate,10.13140/rg.2.2.15489.40807,2020-03-14,Estimations of the coronavirus epidemic dynamics in South Korea with the use of SIR model,NA
ResearchGate,10.13140/rg.2.2.12904.83207,2020-04-11,Evitando a Pandemia da Pobreza: possibilidades para o Programa Bolsa Família e para o Cadastro Único em resposta à Covid-19,NA
ResearchGate,10.13140/rg.2.2.21142.70720,2020-04-06,Evolución y Proyección del Crecimiento de la Pandemia del COVID19 en Chile,NA
ResearchGate,10.13140/rg.2.2.28318.89926,2020-04-11,Evolución y Proyección del Crecimiento de la Pandemia del COVID19 en Chile (Reporte al 8 de Abril 2020),NA
ResearchGate,10.13140/rg.2.2.12181.47840,2020-03-29,Experiment to decrease the virulence of influenza and coronavirus,NA
ResearchGate,10.13140/rg.2.2.16995.09764,2020-03-26,Exploring Pathophysiology of COVID-19 Infection: Faux Espoir and Dormant Therapeutic Options,NA
ResearchGate,10.13140/rg.2.2.34414.56649,2020-03-25,Extrapolation of Infection Data for the CoVid-19 Virus and Estimate of the Pandemic Time Scale,NA
ResearchGate,10.13140/rg.2.2.33948.44164,2020-04-07,"Farmaci, sperimentazioni, registri, nei tempi dell’emergenza del coronavirus",NA
ResearchGate,10.13140/rg.2.2.28834.17607,2020-04-01,Fear of exponential growth in Covid19 data of India and future sketching,NA
ResearchGate,10.13140/rg.2.2.34099.17445,2020-04-10,Fever &amp; COVID-19-Complications,NA
ResearchGate,10.13140/rg.2.2.30317.74722,2020-04-06,Flattening of the COVID-19 curve in Chile,NA
ResearchGate,10.13140/rg.2.2.19655.04006,2020-04-08,Flattening the Curve Kasus COVID-19 di Kalimantan Timur: Catatan Diskusi tanggal 09 April 2020,NA
ResearchGate,10.13140/rg.2.2.30485.68327,2020-04-02,Flattening The Exponential Growth Curve of COVID-19 in Ghana and Other Developing Countries; Divine Intervention Is A Necessity,NA
ResearchGate,10.13140/rg.2.2.31603.07204,2020-03-18,Fluctuating fever regulation - The first choice to defeat novel coronavirus pneumonia,NA
ResearchGate,10.13140/rg.2.2.22260.91527,2020-03-31,FOR SOCIETY FOR THE WORLD COVID 19: SIMPLE AND FAST PRODUCTION STEP TO PREPARE SURGICAL AND NON SURGICAL MASK WHEN UNAVAILABILITY OF ESSENTIAL EXCIPIENTS AND CHEMICALS FOR THE PREPARATION OF MASK,NA
ResearchGate,10.13140/rg.2.2.20461.95207,2020-03-20,Forecast of the free development of the COVID-19 Pandemic in Bulgaria,NA
ResearchGate,10.13140/rg.2.2.32646.73285,2020-03-18,Forecasting COVID-19 epidemic short term hospital needs in France,NA
ResearchGate,10.13140/rg.2.2.26156.21120,2020-04-09,Foreseeable psychological impact of COVID 19 in Sri Lanka,NA
ResearchGate,10.13140/rg.2.2.22768.00001,2020-04-06,Further Evidence of a Possible Correlation Between the Severity of Covid-19 and BCG Immunization,NA
